1977,Actor in a Supporting Role,1,Jason Robards,Julia
1980,Actor in a Supporting Role,0,Jason Robards,Melvin and Howard
2000,Actor in a Leading Role,0,Javier Bardem,Before Night Falls
2007,Actor in a Supporting Role,1,Javier Bardem,No Country for Old Men
2010,Actor in a Leading Role,0,Javier Bardem,Biutiful
1992,Actor in a Supporting Role,0,Jaye Davidson,The Crying Game
1943,Actress in a Leading Role,0,Jean Arthur,The More the Merrier
2011,Actor in a Leading Role,1,Jean Dujardin,The Artist
1952,Actress in a Supporting Role,0,Jean Hagen,Singin' in the Rain
1948,Actress in a Supporting Role,0,Jean Simmons,Hamlet
1969,Actress in a Leading Role,0,Jean Simmons,The Happy Ending
1949,Actress in a Leading Role,0,Jeanne Crain,Pinky
1929,Actress in a Leading Role,0,Jeanne Eagels,The Letter
1972,Actress in a Supporting Role,0,Jeannie Berlin,The Heartbreak Kid
1971,Actor in a Supporting Role,0,Jeff Bridges,The Last Picture Show
1974,Actor in a Supporting Role,0,Jeff Bridges,Thunderbolt and Lightfoot
1984,Actor in a Leading Role,0,Jeff Bridges,Starman
2000,Actor in a Supporting Role,0,Jeff Bridges,The Contender
2009,Actor in a Leading Role,1,Jeff Bridges,Crazy Heart
2010,Actor in a Leading Role,0,Jeff Bridges,True Grit
2016,Actor in a Supporting Role,0,Jeff Bridges,Hell or High Water
1950,Actor in a Supporting Role,0,Jeff Chandler,Broken Arrow
2001,Actress in a Supporting Role,1,Jennifer Connelly,A Beautiful Mind
2006,Actress in a Supporting Role,1,Jennifer Hudson,Dreamgirls
2015,Actress in a Supporting Role,0,Jennifer Jason Leigh,The Hateful Eight
1943,Actress in a Leading Role,1,Jennifer Jones,The Song of Bernadette
1944,Actress in a Supporting Role,0,Jennifer Jones,Since You Went Away
1945,Actress in a Leading Role,0,Jennifer Jones,Love Letters
1946,Actress in a Leading Role,0,Jennifer Jones,Duel in the Sun
1955,Actress in a Leading Role,0,Jennifer Jones,Love Is a Many-Splendored Thing
2010,Actress in a Leading Role,0,Jennifer Lawrence,Winter's Bone
2012,Actress in a Leading Role,1,Jennifer Lawrence,Silver Linings Playbook
2013,Actress in a Supporting Role,0,Jennifer Lawrence,American Hustle
2015,Actress in a Leading Role,0,Jennifer Lawrence,Joy
1994,Actress in a Supporting Role,0,Jennifer Tilly,Bullets over Broadway
1990,Actor in a Leading Role,1,Jeremy Irons,Reversal of Fortune
2009,Actor in a Leading Role,0,Jeremy Renner,The Hurt Locker
2010,Actor in a Supporting Role,0,Jeremy Renner,The Town
2010,Actor in a Leading Role,0,Jesse Eisenberg,The Social Network
2011,Actress in a Supporting Role,0,Jessica Chastain,The Help
2012,Actress in a Leading Role,0,Jessica Chastain,Zero Dark Thirty
1982,Actress in a Supporting Role,1,Jessica Lange,Tootsie
1982,Actress in a Leading Role,0,Jessica Lange,Frances
1984,Actress in a Leading Role,0,Jessica Lange,Country
1985,Actress in a Leading Role,0,Jessica Lange,Sweet Dreams
1989,Actress in a Leading Role,0,Jessica Lange,Music Box
1994,Actress in a Leading Role,1,Jessica Lange,Blue Sky
1989,Actress in a Leading Role,1,Jessica Tandy,Driving Miss Daisy
1991,Actress in a Supporting Role,0,Jessica Tandy,Fried Green Tomatoes
1978,Actress in a Leading Role,0,Jill Clayburgh,An Unmarried Woman
1979,Actress in a Leading Role,0,Jill Clayburgh,Starting Over
2001,Actor in a Supporting Role,1,Jim Broadbent,Iris
1955,Actress in a Supporting Role,1,Jo Van Fleet,East of Eden
1995,Actress in a Supporting Role,0,Joan Allen,Nixon
1996,Actress in a Supporting Role,0,Joan Allen,The Crucible
2000,Actress in a Leading Role,0,Joan Allen,The Contender
1951,Actress in a Supporting Role,0,Joan Blondell,The Blue Veil
1945,Actress in a Leading Role,1,Joan Crawford,Mildred Pierce
1947,Actress in a Leading Role,0,Joan Crawford,Possessed
1952,Actress in a Leading Role,0,Joan Crawford,Sudden Fear
1988,Actress in a Supporting Role,0,Joan Cusack,Working Girl
1997,Actress in a Supporting Role,0,Joan Cusack,In & Out
1940,Actress in a Leading Role,0,Joan Fontaine,Rebecca
1941,Actress in a Leading Role,1,Joan Fontaine,Suspicion
1943,Actress in a Leading Role,0,Joan Fontaine,The Constant Nymph
1981,Actress in a Supporting Role,0,Joan Hackett,Only When I Laugh
1945,Actress in a Supporting Role,0,Joan Lorring,The Corn Is Green
1992,Actress in a Supporting Role,0,Joan Plowright,Enchanted April
1957,Actress in a Leading Role,1,Joanne Woodward,The Three Faces of Eve
1968,Actress in a Leading Role,0,Joanne Woodward,"Rachel, Rachel"
1973,Actress in a Leading Role,0,Joanne Woodward,"Summer Wishes, Winter Dreams"
1990,Actress in a Leading Role,0,Joanne Woodward,Mr. & Mrs. Bridge
2000,Actor in a Supporting Role,0,Joaquin Phoenix,Gladiator
2005,Actor in a Leading Role,0,Joaquin Phoenix,Walk the Line
2012,Actor in a Leading Role,0,Joaquin Phoenix,The Master
1966,Actress in a Supporting Role,0,Jocelyne Lagarde,Hawaii
1976,Actress in a Supporting Role,0,Jodie Foster,Taxi Driver
1988,Actress in a Leading Role,1,Jodie Foster,The Accused
1991,Actress in a Leading Role,1,Jodie Foster,The Silence of the Lambs
1994,Actress in a Leading Role,0,Jodie Foster,Nell
1955,Actor in a Supporting Role,0,Joe Mantell,Marty
1980,Actor in a Supporting Role,0,Joe Pesci,Raging Bull
1990,Actor in a Supporting Role,1,Joe Pesci,Good Fellas
1972,Actor in a Supporting Role,1,Joel Grey,Cabaret
2002,Actor in a Supporting Role,0,John C. Reilly,Chicago
1967,Actor in a Supporting Role,0,John Cassavetes,The Dirty Dozen
1945,Actor in a Supporting Role,0,John Dall,The Corn Is Green
1938,Actor in a Supporting Role,0,John Garfield,Four Daughters
1947,Actor in a Leading Role,0,John Garfield,Body and Soul
1964,Actor in a Supporting Role,0,John Gielgud,Becket
1981,Actor in a Supporting Role,1,John Gielgud,Arthur
2010,Actor in a Supporting Role,0,John Hawkes,Winter's Bone
1973,Actor in a Supporting Role,1,John Houseman,The Paper Chase
1978,Actor in a Supporting Role,0,John Hurt,Midnight Express
1980,Actor in a Leading Role,0,John Hurt,The Elephant Man
1963,Actor in a Supporting Role,0,John Huston,The Cardinal
1949,Actor in a Supporting Role,0,John Ireland,All the King's Men
1982,Actor in a Supporting Role,0,John Lithgow,The World According to Garp
1983,Actor in a Supporting Role,0,John Lithgow,Terms of Endearment
1984,Actor in a Supporting Role,0,John Malkovich,Places in the Heart
1993,Actor in a Supporting Role,0,John Malkovich,In the Line of Fire
1970,Actor in a Supporting Role,0,John Marley,Love Story
1970,Actor in a Supporting Role,1,John Mills,Ryan's Daughter
1977,Actor in a Leading Role,0,John Travolta,Saturday Night Fever
1994,Actor in a Leading Role,0,John Travolta,Pulp Fiction
1949,Actor in a Leading Role,0,John Wayne,Sands of Iwo Jima
1969,Actor in a Leading Role,1,John Wayne,True Grit
2003,Actor in a Leading Role,0,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl
2004,Actor in a Leading Role,0,Johnny Depp,Finding Neverland
2007,Actor in a Leading Role,0,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street
1969,Actor in a Leading Role,0,Jon Voight,Midnight Cowboy
1978,Actor in a Leading Role,1,Jon Voight,Coming Home
1985,Actor in a Leading Role,0,Jon Voight,Runaway Train
2001,Actor in a Supporting Role,0,Jon Voight,Ali
2011,Actor in a Supporting Role,0,Jonah Hill,Moneyball
2013,Actor in a Supporting Role,0,Jonah Hill,The Wolf of Wall Street
1937,Actor in a Supporting Role,1,Joseph Schildkraut,The Life of Emile Zola
1950,Actress in a Supporting Role,1,Josephine Hull,Harvey
2008,Actor in a Supporting Role,0,Josh Brolin,Milk
1948,Actor in a Supporting Role,0,Josí© Ferrer,Joan of Arc
1950,Actor in a Leading Role,1,Josí© Ferrer,Cyrano de Bergerac
1952,Actor in a Leading Role,0,Josí© Ferrer,Moulin Rouge
1963,Actress in a Supporting Role,0,Joyce Redman,Tom Jones
1965,Actress in a Supporting Role,0,Joyce Redman,Othello
1959,Actress in a Supporting Role,0,Juanita Moore,Imitation of Life
1980,Actor in a Supporting Role,0,Judd Hirsch,Ordinary People
1999,Actor in a Supporting Role,0,Jude Law,The Talented Mr. Ripley
2003,Actor in a Leading Role,0,Jude Law,Cold Mountain
1997,Actress in a Leading Role,0,Judi Dench,Mrs. Brown
1998,Actress in a Supporting Role,1,Judi Dench,Shakespeare in Love
2000,Actress in a Supporting Role,0,Judi Dench,Chocolat
2001,Actress in a Leading Role,0,Judi Dench,Iris
2005,Actress in a Leading Role,0,Judi Dench,Mrs. Henderson Presents
2006,Actress in a Leading Role,0,Judi Dench,Notes on a Scandal
2013,Actress in a Leading Role,0,Judi Dench,Philomena
1940,Actress in a Supporting Role,0,Judith Anderson,Rebecca
1984,Actress in a Leading Role,0,Judy Davis,A Passage to India
1992,Actress in a Supporting Role,0,Judy Davis,Husbands and Wives
1954,Actress in a Leading Role,0,Judy Garland,A Star Is Born
1961,Actress in a Supporting Role,0,Judy Garland,Judgment at Nuremberg
1950,Actress in a Leading Role,1,Judy Holliday,Born Yesterday
1989,Actress in a Supporting Role,0,Julia Roberts,Steel Magnolias
1990,Actress in a Leading Role,0,Julia Roberts,Pretty Woman
2000,Actress in a Leading Role,1,Julia Roberts,Erin Brockovich
2013,Actress in a Supporting Role,0,Julia Roberts,August: Osage County
1997,Actress in a Supporting Role,0,Julianne Moore,Boogie Nights
1999,Actress in a Leading Role,0,Julianne Moore,The End of the Affair
2002,Actress in a Leading Role,0,Julianne Moore,Far from Heaven
2002,Actress in a Supporting Role,0,Julianne Moore,The Hours
2014,Actress in a Leading Role,1,Julianne Moore,Still Alice
1964,Actress in a Leading Role,1,Julie Andrews,Mary Poppins
1965,Actress in a Leading Role,0,Julie Andrews,The Sound of Music
1982,Actress in a Leading Role,0,Julie Andrews,Victor/Victoria
1965,Actress in a Leading Role,1,Julie Christie,Darling
1971,Actress in a Leading Role,0,Julie Christie,McCabe & Mrs. Miller
1997,Actress in a Leading Role,0,Julie Christie,Afterglow
2007,Actress in a Leading Role,0,Julie Christie,Away from Her
1952,Actress in a Leading Role,0,Julie Harris,The Member of the Wedding
1983,Actress in a Leading Role,0,Julie Walters,Educating Rita
2000,Actress in a Supporting Role,0,Julie Walters,Billy Elliot
1996,Actress in a Supporting Role,1,Juliette Binoche,The English Patient
2000,Actress in a Leading Role,0,Juliette Binoche,Chocolat
1991,Actress in a Supporting Role,0,Juliette Lewis,Cape Fear
2013,Actress in a Supporting Role,0,June Squibb,Nebraska
1979,Actor in a Supporting Role,0,Justin Henry,Kramer vs. Kramer
1970,Actress in a Supporting Role,0,Karen Black,Five Easy Pieces
1951,Actor in a Supporting Role,1,Karl Malden,A Streetcar Named Desire
1954,Actor in a Supporting Role,0,Karl Malden,On the Waterfront
2000,Actress in a Supporting Role,0,Kate Hudson,Almost Famous
1991,Actress in a Supporting Role,0,Kate Nelligan,The Prince of Tides
1995,Actress in a Supporting Role,0,Kate Winslet,Sense and Sensibility
1997,Actress in a Leading Role,0,Kate Winslet,Titanic
2001,Actress in a Supporting Role,0,Kate Winslet,Iris
2004,Actress in a Leading Role,0,Kate Winslet,Eternal Sunshine of the Spotless Mind
2006,Actress in a Leading Role,0,Kate Winslet,Little Children
2008,Actress in a Leading Role,1,Kate Winslet,The Reader
2015,Actress in a Supporting Role,0,Kate Winslet,Steve Jobs
1933,Actress in a Leading Role,1,Katharine Hepburn,Morning Glory
1935,Actress in a Leading Role,0,Katharine Hepburn,Alice Adams
1940,Actress in a Leading Role,0,Katharine Hepburn,The Philadelphia Story
1942,Actress in a Leading Role,0,Katharine Hepburn,Woman of the Year
1951,Actress in a Leading Role,0,Katharine Hepburn,The African Queen
1955,Actress in a Leading Role,0,Katharine Hepburn,Summertime
1956,Actress in a Leading Role,0,Katharine Hepburn,The Rainmaker
1959,Actress in a Leading Role,0,Katharine Hepburn,"Suddenly, Last Summer"
1962,Actress in a Leading Role,0,Katharine Hepburn,Long Day's Journey into Night
1967,Actress in a Leading Role,1,Katharine Hepburn,Guess Who's Coming to Dinner
1968,Actress in a Leading Role,1,Katharine Hepburn,The Lion in Winter
1981,Actress in a Leading Role,1,Katharine Hepburn,On Golden Pond
1967,Actress in a Supporting Role,0,Katharine Ross,The Graduate
1995,Actress in a Supporting Role,0,Kathleen Quinlan,Apollo 13
1986,Actress in a Leading Role,0,Kathleen Turner,Peggy Sue Got Married
1990,Actress in a Leading Role,1,Kathy Bates,Misery
1998,Actress in a Supporting Role,0,Kathy Bates,Primary Colors
2002,Actress in a Supporting Role,0,Kathy Bates,About Schmidt
1943,Actress in a Supporting Role,1,Katina Paxinou,For Whom the Bell Tolls
1954,Actress in a Supporting Role,0,Katy Jurado,Broken Lance
1968,Actress in a Supporting Role,0,Kay Medford,Funny Girl
2005,Actress in a Leading Role,0,Keira Knightley,Pride & Prejudice
2014,Actress in a Supporting Role,0,Keira Knightley,The Imitation Game
2003,Actress in a Leading Role,0,Keisha Castle-Hughes,Whale Rider
2003,Actor in a Supporting Role,0,Ken Watanabe,The Last Samurai
1989,Actor in a Leading Role,0,Kenneth Branagh,Henry V
2011,Actor in a Supporting Role,0,Kenneth Branagh,My Week with Marilyn
1990,Actor in a Leading Role,0,Kevin Costner,Dances With Wolves
1988,Actor in a Supporting Role,1,Kevin Kline,A Fish Called Wanda
1951,Actor in a Supporting Role,0,Kevin McCarthy,Death of a Salesman
1995,Actor in a Supporting Role,1,Kevin Spacey,The Usual Suspects
1999,Actor in a Leading Role,1,Kevin Spacey,American Beauty
1997,Actress in a Supporting Role,1,Kim Basinger,L.A. Confidential
1951,Actress in a Supporting Role,1,Kim Hunter,A Streetcar Named Desire
1964,Actress in a Leading Role,0,Kim Stanley,Seance on a Wet Afternoon
1982,Actress in a Supporting Role,0,Kim Stanley,Frances
1949,Actor in a Leading Role,0,Kirk Douglas,Champion
1952,Actor in a Leading Role,0,Kirk Douglas,The Bad and the Beautiful
1956,Actor in a Leading Role,0,Kirk Douglas,Lust for Life
1985,Actor in a Supporting Role,0,Klaus Maria Brandauer,Out of Africa
1996,Actress in a Leading Role,0,Kristin Scott Thomas,The English Patient
1957,Actress in a Leading Role,0,Lana Turner,Peyton Place
1946,Actor in a Leading Role,0,Larry Parks,The Jolson Story
1991,Actress in a Leading Role,0,Laura Dern,Rambling Rose
2014,Actress in a Supporting Role,0,Laura Dern,Wild
2000,Actress in a Leading Role,0,Laura Linney,You Can Count on Me
2004,Actress in a Supporting Role,0,Laura Linney,Kinsey
2007,Actress in a Leading Role,0,Laura Linney,The Savages
1996,Actress in a Supporting Role,0,Lauren Bacall,The Mirror Has Two Faces
1993,Actor in a Leading Role,0,Laurence Fishburne,What's Love Got to Do with It
1959,Actor in a Leading Role,0,Laurence Harvey,Room at the Top
1939,Actor in a Leading Role,0,Laurence Olivier,Wuthering Heights
1940,Actor in a Leading Role,0,Laurence Olivier,Rebecca
1946,Actor in a Leading Role,0,Laurence Olivier,Henry V
1948,Actor in a Leading Role,1,Laurence Olivier,Hamlet
1960,Actor in a Leading Role,0,Laurence Olivier,The Entertainer
1965,Actor in a Leading Role,0,Laurence Olivier,Othello
1972,Actor in a Leading Role,0,Laurence Olivier,Sleuth
1976,Actor in a Supporting Role,0,Laurence Olivier,Marathon Man
1978,Actor in a Leading Role,0,Laurence Olivier,The Boys from Brazil
1930,Actor in a Leading Role,0,Lawrence Tibbett,The Rogue Song
1951,Actress in a Supporting Role,0,Lee Grant,Detective Story
1970,Actress in a Supporting Role,0,Lee Grant,The Landlord
1975,Actress in a Supporting Role,1,Lee Grant,Shampoo
1976,Actress in a Supporting Role,0,Lee Grant,Voyage of the Damned
1954,Actor in a Supporting Role,0,Lee J. Cobb,On the Waterfront
1958,Actor in a Supporting Role,0,Lee J. Cobb,The Brothers Karamazov
1965,Actor in a Leading Role,1,Lee Marvin,Cat Ballou
1962,Actress in a Leading Role,0,Lee Remick,Days of Wine and Roses
1974,Actor in a Supporting Role,0,Lee Strasberg,The Godfather Part II
1964,Actor in a Supporting Role,0,Lee Tracy,The Best Man
1989,Actress in a Supporting Role,0,Lena Olin,"Enemies, A Love Story"
1951,Actor in a Supporting Role,0,Leo Genn,Quo Vadis
1971,Actor in a Supporting Role,0,Leonard Frey,Fiddler on the Roof
1993,Actor in a Supporting Role,0,Leonardo DiCaprio,What's Eating Gilbert Grape
2004,Actor in a Leading Role,0,Leonardo DiCaprio,The Aviator
2006,Actor in a Leading Role,0,Leonardo DiCaprio,Blood Diamond
2013,Actor in a Leading Role,0,Leonardo DiCaprio,The Wolf of Wall Street
2015,Actor in a Leading Role,1,Leonardo DiCaprio,The Revenant
1982,Actress in a Supporting Role,0,Lesley Ann Warren,Victor/Victoria
1977,Actress in a Supporting Role,0,Leslie Browne,The Turning Point
1953,Actress in a Leading Role,0,Leslie Caron,Lili
1963,Actress in a Leading Role,0,Leslie Caron,The L-Shaped Room
1933,Actor in a Leading Role,0,Leslie Howard,Berkeley Square
1938,Actor in a Leading Role,0,Leslie Howard,Pygmalion
1948,Actor in a Leading Role,0,Lew Ayres,Johnny Belinda
1929,Actor in a Leading Role,0,Lewis Stone,The Patriot
1993,Actor in a Leading Role,0,Liam Neeson,Schindler's List
1964,Actress in a Supporting Role,1,Lila Kedrova,Zorba the Greek
1963,Actress in a Supporting Role,0,Lilia Skala,Lilies of the Field
1946,Actress in a Supporting Role,0,Lillian Gish,Duel in the Sun
1975,Actress in a Supporting Role,0,Lily Tomlin,Nashville
1973,Actress in a Supporting Role,0,Linda Blair,The Exorcist
1983,Actress in a Supporting Role,1,Linda Hunt,The Year of Living Dangerously
1984,Actress in a Supporting Role,0,Lindsay Crouse,Places in the Heart
1931,Actor in a Leading Role,1,Lionel Barrymore,A Free Soul
1972,Actress in a Leading Role,0,Liv Ullmann,The Emigrants
1976,Actress in a Leading Role,0,Liv Ullmann,Face to Face
1969,Actress in a Leading Role,0,Liza Minnelli,The Sterile Cuckoo
1972,Actress in a Leading Role,1,Liza Minnelli,Cabaret
1947,Actress in a Leading Role,1,Loretta Young,The Farmer's Daughter
1949,Actress in a Leading Role,0,Loretta Young,Come to the Stable
1990,Actress in a Supporting Role,0,Lorraine Bracco,Good Fellas
1961,Actress in a Supporting Role,0,Lotte Lenya,The Roman Spring of Mrs. Stone
1950,Actor in a Leading Role,0,Louis Calhern,The Magnificent Yankee
1928,Actress in a Leading Role,0,Louise Dresser,A Ship Comes In
1975,Actress in a Leading Role,1,Louise Fletcher,One Flew over the Cuckoo's Nest
2016,Actor in a Supporting Role,0,Lucas Hedges,Manchester by the Sea
1943,Actress in a Supporting Role,0,Lucile Watson,Watch on the Rhine
1936,Actress in a Leading Role,1,Luise Rainer,The Great Ziegfeld
1937,Actress in a Leading Role,1,Luise Rainer,The Good Earth
2013,Actress in a Supporting Role,1,Lupita Nyong'o,12 Years a Slave
1968,Actress in a Supporting Role,0,Lynn Carlin,Faces
1932,Actress in a Leading Role,0,Lynn Fontanne,The Guardsman
1966,Actress in a Leading Role,0,Lynn Redgrave,Georgy Girl
1998,Actress in a Supporting Role,0,Lynn Redgrave,Gods and Monsters
1973,Actress in a Supporting Role,0,Madeline Kahn,Paper Moon
1974,Actress in a Supporting Role,0,Madeline Kahn,Blazing Saddles
2009,Actress in a Supporting Role,0,Maggie Gyllenhaal,Crazy Heart
1953,Actress in a Leading Role,0,Maggie McNamara,The Moon Is Blue
1965,Actress in a Supporting Role,0,Maggie Smith,Othello
1969,Actress in a Leading Role,1,Maggie Smith,The Prime of Miss Jean Brodie
1972,Actress in a Leading Role,0,Maggie Smith,Travels with My Aunt
1978,Actress in a Supporting Role,1,Maggie Smith,California Suite
1986,Actress in a Supporting Role,0,Maggie Smith,A Room with a View
2001,Actress in a Supporting Role,0,Maggie Smith,Gosford Park
2016,Actor in a Supporting Role,0,Mahershala Ali,Moonlight
1966,Actor in a Supporting Role,0,Mako,The Sand Pebbles
1962,Actor in a Leading Role,0,Marcello Mastroianni,Divorce--Italian Style
1977,Actor in a Leading Role,0,Marcello Mastroianni,A Special Day
1987,Actor in a Leading Role,0,Marcello Mastroianni,Dark Eyes
2000,Actress in a Supporting Role,1,Marcia Gay Harden,Pollock
2003,Actress in a Supporting Role,0,Marcia Gay Harden,Mystic River
1995,Actress in a Supporting Role,0,Mare Winningham,Georgia
1985,Actress in a Supporting Role,0,Margaret Avery,The Color Purple
1971,Actress in a Supporting Role,0,Margaret Leighton,The Go-Between
1963,Actress in a Supporting Role,1,Margaret Rutherford,The V.I.P.s
1938,Actress in a Leading Role,0,Margaret Sullavan,Three Comrades
1941,Actress in a Supporting Role,0,Margaret Wycherly,Sergeant York
1936,Actress in a Supporting Role,0,Maria Ouspenskaya,Dodsworth
1939,Actress in a Supporting Role,0,Maria Ouspenskaya,Love Affair
1996,Actress in a Supporting Role,0,Marianne Jean-Baptiste,Secrets & Lies
1931,Actress in a Leading Role,1,Marie Dressler,Min and Bill
1932,Actress in a Leading Role,0,Marie Dressler,Emma
1976,Actress in a Leading Role,0,Marie-Christine Barrault,"Cousin, Cousine"
1979,Actress in a Supporting Role,0,Mariel Hemingway,Manhattan
2007,Actress in a Leading Role,1,Marion Cotillard,La Vie en Rose
2014,Actress in a Leading Role,0,Marion Cotillard,"Two Days, One Night"
1955,Actress in a Supporting Role,0,Marisa Pavan,The Rose Tattoo
1992,Actress in a Supporting Role,1,Marisa Tomei,My Cousin Vinny
2001,Actress in a Supporting Role,0,Marisa Tomei,In the Bedroom
2008,Actress in a Supporting Role,0,Marisa Tomei,The Wrestler
1947,Actress in a Supporting Role,0,Marjorie Main,The Egg and I
1940,Actress in a Supporting Role,0,Marjorie Rambeau,Primrose Path
1953,Actress in a Supporting Role,0,Marjorie Rambeau,Torch Song
2010,Actor in a Supporting Role,0,Mark Ruffalo,The Kids Are All Right
2014,Actor in a Supporting Role,0,Mark Ruffalo,Foxcatcher
2015,Actor in a Supporting Role,0,Mark Ruffalo,Spotlight
2015,Actor in a Supporting Role,1,Mark Rylance,Bridge of Spies
2006,Actor in a Supporting Role,0,Mark Wahlberg,The Departed
1986,Actress in a Leading Role,1,Marlee Matlin,Children of a Lesser God
1931,Actress in a Leading Role,0,Marlene Dietrich,Morocco
1951,Actor in a Leading Role,0,Marlon Brando,A Streetcar Named Desire
1952,Actor in a Leading Role,0,Marlon Brando,Viva Zapata!
1953,Actor in a Leading Role,0,Marlon Brando,Julius Caesar
1954,Actor in a Leading Role,1,Marlon Brando,On the Waterfront
1957,Actor in a Leading Role,0,Marlon Brando,Sayonara
1972,Actor in a Leading Role,1,Marlon Brando,The Godfather
1973,Actor in a Leading Role,0,Marlon Brando,Last Tango in Paris
1989,Actor in a Supporting Role,0,Marlon Brando,A Dry White Season
1973,Actress in a Leading Role,0,Marsha Mason,Cinderella Liberty
1977,Actress in a Leading Role,0,Marsha Mason,The Goodbye Girl
1979,Actress in a Leading Role,0,Marsha Mason,Chapter Two
1981,Actress in a Leading Role,0,Marsha Mason,Only When I Laugh
1958,Actress in a Supporting Role,0,Martha Hyer,Some Came Running
1940,Actress in a Leading Role,0,Martha Scott,Our Town
1965,Actor in a Supporting Role,1,Martin Balsam,A Thousand Clowns
1988,Actor in a Supporting Role,0,Martin Landau,Tucker The Man and His Dream
1989,Actor in a Supporting Role,0,Martin Landau,Crimes and Misdemeanors
1994,Actor in a Supporting Role,1,Martin Landau,Ed Wood
1941,Actress in a Supporting Role,1,Mary Astor,The Great Lie
1962,Actress in a Supporting Role,0,Mary Badham,To Kill a Mockingbird
1986,Actress in a Supporting Role,0,Mary Elizabeth Mastrantonio,The Color of Money
1990,Actress in a Supporting Role,0,Mary McDonnell,Dances With Wolves
1992,Actress in a Leading Role,0,Mary McDonnell,Passion Fish
1929,Actress in a Leading Role,1,Mary Pickford,Coquette
1980,Actress in a Supporting Role,1,Mary Steenburgen,Melvin and Howard
1980,Actress in a Leading Role,0,Mary Tyler Moore,Ordinary People
1960,Actress in a Supporting Role,0,Mary Ure,Sons and Lovers
1995,Actor in a Leading Role,0,Massimo Troisi,The Postman (Il Postino)
1997,Actor in a Leading Role,0,Matt Damon,Good Will Hunting
2009,Actor in a Supporting Role,0,Matt Damon,Invictus
2015,Actor in a Leading Role,0,Matt Damon,The Martian
2005,Actor in a Supporting Role,0,Matt Dillon,Crash
2013,Actor in a Leading Role,1,Matthew McConaughey,Dallas Buyers Club
1958,Actress in a Supporting Role,0,Maureen Stapleton,Lonelyhearts
1970,Actress in a Supporting Role,0,Maureen Stapleton,Airport
1978,Actress in a Supporting Role,0,Maureen Stapleton,Interiors
1981,Actress in a Supporting Role,1,Maureen Stapleton,Reds
1930,Actor in a Leading Role,0,Maurice Chevalier,The Big Pond
1988,Actor in a Leading Role,0,Max von Sydow,Pelle the Conqueror
2011,Actor in a Supporting Role,0,Max von Sydow,Extremely Loud & Incredibly Close
1961,Actor in a Leading Role,1,Maximilian Schell,Judgment at Nuremberg
1975,Actor in a Leading Role,0,Maximilian Schell,The Man in the Glass Booth
1977,Actor in a Supporting Role,0,Maximilian Schell,Julia
1933,Actress in a Leading Role,0,May Robson,Lady for a Day
1985,Actress in a Supporting Role,0,Meg Tilly,Agnes of God
1988,Actress in a Leading Role,0,Melanie Griffith,Working Girl
1960,Actress in a Leading Role,0,Melina Mercouri,Never on Sunday
1977,Actress in a Supporting Role,0,Melinda Dillon,Close Encounters of the Third Kind
1981,Actress in a Supporting Role,0,Melinda Dillon,Absence of Malice
2008,Actress in a Leading Role,0,Melissa Leo,Frozen River
2010,Actress in a Supporting Role,1,Melissa Leo,The Fighter
2011,Actress in a Supporting Role,0,Melissa McCarthy,Bridesmaids
1963,Actor in a Supporting Role,1,Melvyn Douglas,Hud
1970,Actor in a Leading Role,0,Melvyn Douglas,I Never Sang for My Father
1979,Actor in a Supporting Role,1,Melvyn Douglas,Being There
1949,Actress in a Supporting Role,1,Mercedes McCambridge,All the King's Men
1956,Actress in a Supporting Role,0,Mercedes McCambridge,Giant
1991,Actress in a Supporting Role,1,Mercedes Ruehl,The Fisher King
1935,Actress in a Leading Role,0,Merle Oberon,The Dark Angel
1978,Actress in a Supporting Role,0,Meryl Streep,The Deer Hunter
1979,Actress in a Supporting Role,1,Meryl Streep,Kramer vs. Kramer
1981,Actress in a Leading Role,0,Meryl Streep,The French Lieutenant's Woman
1982,Actress in a Leading Role,1,Meryl Streep,Sophie's Choice
1983,Actress in a Leading Role,0,Meryl Streep,Silkwood
1985,Actress in a Leading Role,0,Meryl Streep,Out of Africa
1987,Actress in a Leading Role,0,Meryl Streep,Ironweed
1988,Actress in a Leading Role,0,Meryl Streep,A Cry in the Dark
1990,Actress in a Leading Role,0,Meryl Streep,Postcards from the Edge
1995,Actress in a Leading Role,0,Meryl Streep,The Bridges of Madison County
1998,Actress in a Leading Role,0,Meryl Streep,One True Thing
1999,Actress in a Leading Role,0,Meryl Streep,Music of the Heart
2002,Actress in a Supporting Role,0,Meryl Streep,Adaptation
2006,Actress in a Leading Role,0,Meryl Streep,The Devil Wears Prada
2008,Actress in a Leading Role,0,Meryl Streep,Doubt
2009,Actress in a Leading Role,0,Meryl Streep,Julie & Julia
2011,Actress in a Leading Role,1,Meryl Streep,The Iron Lady
2013,Actress in a Leading Role,0,Meryl Streep,August: Osage County
2014,Actress in a Supporting Role,0,Meryl Streep,Into the Woods
2016,Actress in a Leading Role,0,Meryl Streep,Florence Foster Jenkins
1966,Actor in a Leading Role,0,Michael Caine,Alfie
1972,Actor in a Leading Role,0,Michael Caine,Sleuth
1983,Actor in a Leading Role,0,Michael Caine,Educating Rita
1986,Actor in a Supporting Role,1,Michael Caine,Hannah and Her Sisters
